"おこぼ（こっぽり）","okobo pokkuri",
"おサイフケータイ","mobile wallet",
"オシドリ","mandarin duck",
"おしゃく","Oshaku (person pouring alcohol for guests or customers)",
"おしろい","face powder",
"おしろい地蔵","Oshiroi Jizo",
"オジロワシ","white-tailed sea eagle",
"オスカー・ベンル","Oscar Benl",
"オスカー・ワイルド","Oscar Wilde",
"おすべらかし","a traditional coiffure for Shinto priestesses, with the hair gathered so as to hang down from the back of the head",
"オスマン帝国","Ottoman Empire",
"おそらく造り","Osoraku-zukuri",
"オタビ","Otabi (place where the sacred palanquin is lodged during a festival)",
"おたべ","Otabe",
"おどま勧進","Odoma kanjin",
"おどり普及部","Odori Fukyubu (dance diffusion club)",
"オナガガモ","Pintail",
"オニキス","onyx",
"オニヤンマ","Oniyamma (dragonfly)",
"オニユリ","Lilium lancifolium/tiger lily",
"オノ・ヨーコ","Yoko ONO",
"オハイオ・ウェスリアン大学","Wesleyan University",
"オバケヤシキ","haunted house",
"おひな様始祭（柳川市）","Hina Dolls beginning festival (Yanagawa City)",
"おひな様水上パレード（柳川市）","Hina Dolls water parade (Yanagawa City)",
"おびんずる様","Obinzuru-sama",
"おふく髷","ofuku chignon",
"おふなごう","Ofunago",
"オフビート","Off Beat",
"オペラ座の怪人","The Phantom of the Opera",
"オベリン大学","Oberlin College",
"おぼこ","oboko (a naive girl)",
"オマージュ","hommage",
"おみくじ","omikuji （sacred lots）",
"おみこし","Omikoshi",
"おみた","omita",
"オミナエシ科","Valerian Family",
"オムロン","OMRON Corporation",
"オムロン（株）「京阪奈イノベーションセンタ」","Keihanna Innovation Center, Omron",
"オムロン本社","Omron Kyoto Head Office",
"オモイカネ（知恵と才能の神）","Omoikane (the god of wisdom and talent)",
"おもちゃ_(映画)","Omocha (literally toys, or The Geisha House)",
"おもちゃ図書館","Toy libraries",
"オランダ人","Dutch",
"オランダ政府代表","the representative of The Dutch government",
"オランダ内務省技官","engineering official in Netherlands Ministry of Interior",
"オリエント・リース（現オリックス (企業)）","Orient Leasing Co., Ltd. (ORIX Corporation)",
"オリックス・バファローズ","Orix Buffaloes",
"オリッサ州","the state of Orissa",
"オリンピア競技場","Olympia Stadium",
"オルガンティーノ・ニェッキ・ソルディ","Organtino GNECCHI SOLDI",
"オルメカ","Olmec",
"おろしショウガ","grated ginger",
"オンセンド","On Sendo",
"オンディーヌ","Ondine",
"おんな太閤記","Onna-taikoki (female Imperial adviser)",
"お伊勢参り","a pilgrimage to Ise (Shrine)",
"お稲荷さん","Oinari-san (god of harvests, wealth, fertility, etc.)",
"オ音便","euphonic changes ""o""",
"お伽草子","Otogi Zoshi",
"お夏の方","Onatsu no kata",
"お家騒動","family feud",
"お花祭","Flower Festival",
"お亀","Okame",
"お菊（のち菊子、大山巌の弟と結婚）","Okiku (later Kikuko, married with a brother of Iwao OYAMA)",
"お詰め","otsume (a packer)",
"お宮参り","shrine visit",
"お供馬","otomo uma (an attendant horse)",
"お軽","Okaru",
"お迎え提灯","omukae-chochin (a welcoming paper lantern)",
"お血脈","Okechimyaku",
"お雇い外国人","foreign residents in Japan employed to teach new techniques",
"お江与の方","Oeyo no kata",
"お告げ","an oracle",
"お座敷","ozashiki (banquets in which guests are attended by geisha)",
"お座敷天ぷら","tempura is cooked directly by eaters in a room)",
"お座敷遊び","Ozashiki-Asobi (playing games with Geisha (Japanese professional female entertainer at drinking party))",
"お歳徳(とんど)さん","Otondo-san",
"お祭り弓","Omatsuri-yumi (archery for the festival)",
"お札まき","Ofudamaki (to strew the paper charm)",
"お山開き","start of the mountain-climbing season",
"お市の方","Oichi no kata",
"お止め流","Otome school (school prohibited to contest with other schools)",
"お歯黒","Ohaguro (black painted teeth)",
"お歯黒べったり","Ohaguro-bettari",
"お歯黒禁止令","Ohaguro Kinshirei (ban of Ohaguro)",
"お鹿","Oshika",
"お七夜","celebration of the seventh day after birth",
"お釈迦様","Oshakasama",
"お手玉","beanbag",
"お十夜（浄土宗の重要な仏教行事）","Ojuya (an important Buddhist rite in the Pure Land sect)",
"お助け地蔵尊","Otasuke Jizo-son",
"お召し列車","the Imperial train",
"お城まつり","Oshiro Matsuri (castle festival)",
"お触れ","instructions",
"お振の方","Ofuri-no-kata",
"お新香（おしんこ）","oshinko",
"お水取り","Omizutori (Water-Drawing Festival)",
"お精霊（しょらい）さん","Oshorai-san, spirit",
"お西さん","Onishi-san",
"お雪","Oyuki",
"お千度 （おせんど）","Osendo (a thousand visits to a shrine)",
"お前立ち","omaedachi",
"お多福の面","a maskof Otafuku, a plain-looking woman'a mask",
"お多福桐","otafuku-giri (an otafuku-like paulownia)",
"お台場","Odaiba",
"お大尽","a wealthy person",
"お題目","Odaimoku",
"お端折","hemming",
"お地蔵さん","Ojizo-san",
"お地蔵様","Ojizo-sama",
"お茶の水女子大学","Ochanomizu University",
"お茶屋","Ochaya (Teahouse)",
"お茶屋兼置屋","double as Ochaya and Okiya(a tea house and a lodging house where maiko or geisha lives)",
"お茶席","tea ceremony",
"お茶漬け","boiled rice with tea poured over it (a bowl of rice and tea)",
"お茶壷道中","the tea pot journey",
"お調べ","Oshirabe",
"お東さん","Ohigashi-san",
"お湯殿の上の日記","Oyu-dono no ue no nikki",
"お堂","Main hall",
"お梅","Oume",
"お白石","Oshiraishi",
"お白石持行事","Oshiraishimochi Gyoji",
"お百度参り","100-prayer ritual",
"お不動さん","Ofudo-san",
"お布施","offering",
"お盆","Obon festival (a Festival of the Dead or Buddhist All Soul's Day) ",
"お抹茶券","a coupon for tea",
"お万の方","Oman-no-kata",
"お木曳き","Okihiki",
"お由羅騒動","Oyura-sodo (family feud over Narioki SHIMAZU's heir)",
"お祓い","exorcism (Shinti rite), purification",
"ガーデンズ天ヶ瀬","Gardens Amagase Brewery",
"ガーデンミュージアム比叡","Garden Museum Hiei",
"ガーデンモール木津川","Garden Mall Kizukawa",
"カートゥーンコース","Cartoon Course",
"カアバ","Ｋabah",
"カーリー","Kali",
"カール・ウィルヘルム","Karl Wilhelm",
"カール・ヤスパース","Karl Jaspers",
"カール5世 (神聖ローマ皇帝)","Charles the Fifth (Holy Roman Emperor)",
"カールトン大学","Carleton College",
"カイコ","silkworm",
"カイチ","Kaichi (Haetae)",
"ガイナックス","GAINAX",
"かいまき布団","kaimaki futon, a conforter with sleeves",
"カインズホーム 嵐山店","Cainz Home Arashiyama",
"カエデ","a maple tree",
"カカシュトラ遺跡","Cacaxtla Archaeological Ruins",
"かかやく藤壺","Kakayaku Fujitsubo (bright Fujitsubo)",
"かがり火","bonfire",
"かきつばた","kakitsubata (an iris)",
"カキノキの皮","bark of diospyraceous kaki",
"かき氷","shaved ice (flavored with syrup)",
"かき揚げ","kakiage (deep-fried vegetable strips, shrimp, etc.)",
"カグツチ（かぐつちのみこと）","Kagutsuchi (Kagutsuchino mikoto)",
"かぐや姫","Kaguya Hime (Lady Kaguya)",
"かげとものみち","Kagetomo-no-michi",
"かごしま夏祭り","Kagoshima Natsu Matsuri (Kagoshima Summer Festival)",
"カササギ","magpie",
"かさね色","Kasane Colors",
"かじとりはし","Kajitori-hashi Bridge",
"かしのき苑前","Kashinoki-en Mae",
"かしの木台","Kashinokidai",
"ガジャマダ大学","Gadjah Mada University",
"カステラ","castella sponge cake",
"カスト","Casto",
"カタカナ","Katakana(fragmentary kana)",
"かた穴","a part of skin for a hemisphere",
"ガチョウ","goose",
"カチンコ","clapperboard",
"かちん太","Kachinta",
"かちん太一座","Kachinta Company",
"かつうらビックひな祭り（勝浦市）","Katsuura Big Doll Festival (Katsuura City)",
"カットガラス","cut glass",
"カッパカントリー","Kappa Country",
"かっぱ祭り","Kappa-matsuri Festival",
"カップラーメン","cup ramen",
"カツラ","a katsura (a katsura tree)",
"かつらぎIC","Katsuragi Interchange",
"カテキン/ポリフェノール類","catechin/polyphenols",
"カトゥ族","the Katu (Co Tu) ethnic group",
"カトリックの墓地","Catholic Cemetery",
"カトリック衣笠教会","catholic KINUGASA parish",
"カトリック教会司祭","a Roman Catholic priest",
"カトリック信者","Catholic",
"カトリック西陣聖ヨゼフ教会","St. Hoseph Roman Catholic Church, Nishijin",
"ガトリング砲","gatling gun",
"カナート洛北","Qanat Rakuhoku",
"カナダメソジスト教会","Methodist Church in Canada",
"かにあられ文","kaniarare pattern",
"かにちゃんあみの直行便","Kanichan Amino Chokkobin (nonstop bus to Amino)",
"かに星雲の超新星爆発","supernova explosion in the Crab Nebula",
"かに直行バス","Kani Chokko Bus (Kani nonstop bus)",
"ガネーシャ","Ganesha",
"カネボウ株式会社","Kanebo, Ltd",
"カネミツ","Kanemitsu",
"かの子","kanoko, dapples",
"カバ","hippopotamus",
"カバラ","cabala, kabbalah",
"ガパ蔵族羌族自治州","Ngawa Tibetan-Qiang Autonomous Region",
"カブ","turnip",
"カフェイン","caffeine",
"かぶせ茶","Kabusecha (covered tea)",
"カペー朝","the Capetian Dynasty",
"かます切先","Kamasu tip",
"かまぼこ","kamaboko, fish minced and steamed, fish sausage, steamed fish paste",
"かみちゅ!","Kamichu!",
"カミムスビ","Kamimusubi",
"かみんちゅ","Kaminchu",
"ガムラン","a gamelan",
"カメ","tortoise/ turtle",
"カモノハシ","duckbill/ (duck-billed) platypus",
"カモ族","kamozoku (people those lived Kyoto basin to farm in Yayoi era)",
"ガヤー城","Gaya Castle",
"かやぶきの里","Kayabuki no Sato",
"かやぶきの里・北村","Kayabuki no sato Kitamura",
"かやぶき音楽堂","Kayabuki Ongaku-do (The Straw Thatched Music Hall)",
"カヤ興産","Kaya Kosan Co.,Ltd.",
"カラーガード","Color Guard",
"カラー写真織技術","Hakata Color Image Weaving",
"ガラシャ","Garasha, Gratia",
"ガラシャ祭り","Garasha (Gratia) Matsuri Festival, Gratia",
"からすま京都ホテル","Karasuma Kyoto Hotel",
"ガラス製品","a glass ornament",
"からす天狗うじゅ","Karasu Tengu Uju",
"カラセンスヰ","karasensui (karesansuwi)",
"カラマズー大学","Kalamazoo College",
"カラメル","caramel",
"から泉水","karasenzui",
"から揚げ","karage (deep-fried chicken, potatoes, etc)",
"カリア国","Caria",
"カリフォルニアシカ","California sea lion",
"カリフォルニア大学","University of California",
"かるた","Karuta Card",
"カルダン駆動 (装置)","Cardan driving device",
"かるた始め式（八坂神社（京都市東山区））","Karuta Commencement ceremony (Yasaka Jinja Shrine, Higashiyama Ward, Kyoto City)",
"カルチャーセンター","culture center",
"カルチュア・コンビニエンス・クラブ","Culture Convenience Club Co.,Ltd",
"カルチュア・コンビニエンス・クラブ松ヶ崎店","the Culture Convenience Club store at Matsugasaki",
"カルティエ","Cartier",
"カルバミン酸エチル","ethyl carbamate",
"カルフォルニア・シナリオ","California Scenario",
"カルモチン","Calmotin",
"カレー風味のから揚げ","curry flavored fried chicken",
"カレー粉（カレー塩）","curry powder (curry salt)",
"カレセンズイ","karesenzui",
"ガレリアかめおか","Galleria Kameoka",
"カレル・フィアラ","Karel Fiala",
"カレル大学","Charles University in Prague",
"カワイ電線株式会社","Kawai Cable, Ltd.",
"カワイ電線商事","Kawai Trading, Ltd.",
"カワウ","a common cormorant",
"カワウソ","an otter",
"カワセミ","a common kingfisher",
"かわらけ谷","Kawarake Valley",
"かわらけ投げ","Kawarake Nage (throwing earthen cup)",
"かわらまち・よるバス","Kawaramachi Yoru Bus",
"がんこ高瀬川二条苑","Ganko Takasegawa Nijoen",
"かんじゅじ","KAJUJI",
"ガンダーラの仏教遺跡のレリーフ","Relief of Gandhara Buddhist Ruins",
"カンタブリア州","Cantabria Province",
"カンタベリー物語","Canterbury Tales",
"ガンダルバ","Gandharba",
"かんな","plane",
"カンヌ国際映画祭","Cannes International Film Festival",
"ガンピ","ganpi",
"カンムリサンジャク","white-throated magpie",
"か行変格活用","KA-gyou henkaku katsuyo, KA-row irregular conjugation",
"キース・ヘリング","Keith Haring",
"キー局","a key station",
"キオスク","kiosk",
"きかんしゃトーマス","Thomas & Friends",
"ききょうの里","Kikyo-no-sato (flower park)",
"キク","Chrysanthemum",
"キザクラカッパカントリー","Kizakura Kappa Country",
"きしゃごころ","charity heart",
"キジル千仏洞","Kizil Thousand-Buddha Cave",
"キス","Sillago",
"キタオオジタウン","Kitaoji Town",
"キックオフ","a kickoff",
"キッコーマン醤油","Kikkoman Corporation",
"キッザニア","Kidzania",
"キッザニア東京","Kidzania Tokyo",
"きっづ光科学館ふぉとん","the Kids' Science Museum of Photons",
"キトラ古墳","Kitora Tomb",
"キヌ","Kinu",
"きぬかけの路","Kinukake no Michi Road",
"きぬかけ山","Mt. Kinukake",
"きのさき (列車)","(Limited Express) Kinosaki",
"キバタン","cockatoo",
"キムチ","kimchi",
"ギメ美術館","National Museum of Asian Art-Guimet",
"キヤノン","Canon",
"キャピトル東急ホテル","Capitol Tokyu Hotel",
"ギヤマン（硝子）","Diamant (glass)",
"キャリアセンター","Career Center",
"キャンデーブラザース","Candy Brothers",
"キャンパスプラザ京都","Campus Plaza Kyoto",
"キュウリ","cucumber",
"きょうと京北ふるさと公社","the Kyoto Keihoku Furusato (hometown) public corporation",
"きょうの料理","Kyo-no-Ryori (today's dish), TV program",
"キヨスク (キオスク)","kiosk",
"ギリシア神話","Greek mythology",
"キリシタン","Christian",
"キリシタン信者","Christian",
"キリシタン大名","Christian daimyo (Christian feudal lord)",
"キリシタン大名の大村純忠","Sumitada OMURA of Christian daimyo",
"キリシタン弾圧","crackdown on Christian",
"キリシタン版","Jesuit printing (kirishitan-ban)",
"キリシタン文化","Christian culture",
"キリスト教","Christianity",
"キリスト教会堂","Christian church",
"キリスト教禁教令","Anti-Christian Edicts",
"キリスト教禁制の高札","bulletin board banning Christianity",
"キリスト教弾圧政策","an oppressive measure toward Christianity",
"キリスト教文化センター","Center for Christian Culture",
